hannah_robot_kinetic,hannah_human_kinetic,tracy_robot_kinetic,tracy_human_kinetic,hannah_robot_effort,hannah_human_effort,tracy_robot_effort,tracy_human_effort
0.0173,0.0180,0.0000,0.0000,1.4696,3.1997,0.0000,0.0000
0.0297,0.0307,0.0000,0.0000,1.1638,2.5965,0.0000,0.0000
0.0496,0.0528,0.0000,0.0000,1.0620,2.5283,0.0000,0.0000
0.0644,0.0676,0.0000,0.0000,0.9713,2.2528,0.0000,0.0000
0.0802,0.0851,0.0000,0.0000,0.7024,1.6015,0.0000,0.0000
0.0915,0.0967,0.0000,0.0000,0.3907,0.8906,0.0000,0.0000
0.0909,0.0962,0.0000,0.0000,0.3081,0.8030,0.0000,0.0000
0.0879,0.0928,0.0000,0.0000,0.3932,0.8891,0.0000,0.0000
0.0879,0.0928,0.0000,0.0000,0.3932,0.8891,0.0000,0.0000
0.0806,0.0853,0.0000,0.0000,0.5151,1.1494,0.0000,0.0000
0.0989,0.1038,0.0000,0.0000,1.1950,5.1782,0.0000,0.0000
0.1335,0.1383,0.0000,0.0000,0.8066,3.9497,0.0000,0.0000
0.1486,0.1544,0.0000,0.0000,0.6010,2.9037,0.0000,0.0000
0.1591,0.1660,0.0000,0.0000,0.6154,1.7949,0.0000,0.0000
0.1543,0.1612,0.0000,0.0000,0.7261,1.4533,0.0000,0.0000
0.1411,0.1476,0.0000,0.0000,0.8320,2.0793,0.0000,0.0000
0.1271,0.1322,0.0000,0.0000,0.8511,2.3457,0.0000,0.0000
0.1100,0.1144,0.0000,0.0000,0.8230,2.4557,0.0000,0.0000
0.0962,0.0999,0.0000,0.0000,0.7778,2.4153,0.0000,0.0000
0.0833,0.0864,0.0000,0.0000,2.8343,9.0677,0.0000,0.0000
0.1455,0.1466,0.0000,0.0000,2.7839,9.0583,0.0000,0.0000
0.2025,0.2054,0.0000,0.0000,2.3569,7.7330,0.0000,0.0000
0.2735,0.2800,0.0000,0.0000,0.8730,2.6391,0.0000,0.0000
0.2823,0.2899,0.0000,0.0000,0.3838,1.1099,0.0000,0.0000
0.2793,0.2872,0.0000,0.0000,0.4718,1.6209,0.0000,0.0000
0.2793,0.2872,0.0000,0.0000,0.4718,1.6209,0.0000,0.0000
0.2620,0.2691,0.0000,0.0000,0.8421,2.8799,0.0000,0.0000
0.2430,0.2509,0.0000,0.0000,1.0273,3.5201,0.0000,0.0000
0.2167,0.2241,0.0000,0.0000,1.1420,3.8884,0.0000,0.0000
0.1898,0.1965,0.0000,0.0000,1.1720,3.9367,0.0000,0.0000
0.3146,0.3240,0.0000,0.0000,5.8427,21.4200,0.0000,0.0000
0.5755,0.5896,0.0000,0.0000,3.3617,12.8240,0.0000,0.0000
0.5755,0.5896,0.0000,0.0000,3.3617,12.8240,0.0000,0.0000
0.6450,0.6642,0.0000,0.0000,1.7358,6.7140,0.0000,0.0000
0.6624,0.6814,0.0000,0.0000,1.3030,5.0638,0.0000,0.0000
0.6730,0.6962,0.0000,0.0000,0.8496,2.1498,0.0000,0.0000
0.8635,0.8819,0.0000,0.0000,10.0693,28.6469,0.0000,0.0000
1.0215,1.0487,0.0000,0.0000,8.2497,21.9565,0.0000,0.0000
1.1428,1.1778,0.0000,0.0000,6.0996,12.9185,0.0000,0.0000
1.1917,1.2319,0.0000,0.0000,4.3514,9.7451,0.0000,0.0000
1.1415,1.1842,0.0000,0.0000,2.9829,10.7586,0.0000,0.0000
1.0577,1.0989,0.0000,0.0000,4.0524,14.4096,0.0000,0.0000
0.9515,0.9898,0.0000,0.0000,4.8147,16.2405,0.0000,0.0000
0.8518,0.8806,0.0000,0.0000,5.1867,16.8254,0.0000,0.0000
0.7695,0.7996,0.0000,0.0000,7.7557,19.3397,0.0000,0.0000
0.7037,0.7282,0.0000,0.0000,6.5986,16.7710,0.0000,0.0000
0.6266,0.6531,0.0000,0.0000,5.6832,14.1798,0.0000,0.0000
0.5519,0.5719,0.0000,0.0000,5.0927,12.9645,0.0000,0.0000
0.4905,0.5085,0.0000,0.0000,4.7172,12.2156,0.0000,0.0000
0.4196,0.4392,0.0000,0.0000,4.2747,11.2830,0.0000,0.0000
0.3125,0.3279,0.0000,0.0000,3.4878,9.3933,0.0000,0.0000
0.2482,0.2608,0.0000,0.0000,2.9304,7.9721,0.0000,0.0000
0.2056,0.2162,0.0000,0.0000,2.5457,6.8930,0.0000,0.0000
0.1664,0.1751,0.0000,0.0000,1.5123,5.5015,0.0000,0.0000
0.1687,0.1760,0.0000,0.0000,3.2063,6.1492,0.0000,0.0000
0.1760,0.1864,0.0000,0.0000,2.6978,5.2038,0.0000,0.0000
0.1815,0.1955,0.0000,0.0000,2.1025,4.1057,0.0000,0.0000
0.1796,0.1954,0.0000,0.0000,1.7489,3.4992,0.0000,0.0000
0.1710,0.1877,0.0000,0.0000,1.4121,3.0621,0.0000,0.0000
0.1613,0.1786,0.0000,0.0000,1.2363,2.9542,0.0000,0.0000
0.1460,0.1626,0.0000,0.0000,1.0968,2.9025,0.0000,0.0000
0.1288,0.1429,0.0000,0.0000,1.0521,3.1334,0.0000,0.0000
0.1097,0.1230,0.0000,0.0000,1.0251,3.1420,0.0000,0.0000
0.0971,0.1078,0.0000,0.0000,1.9324,8.9946,0.0000,0.0000
0.1178,0.1295,0.0000,0.0000,1.8345,8.4512,0.0000,0.0000
0.1569,0.1716,0.0000,0.0000,2.1567,9.4165,0.0000,0.0000
0.2045,0.2231,0.0000,0.0000,2.2121,8.9232,0.0000,0.0000
0.2707,0.2943,0.0000,0.0000,1.7509,5.6390,0.0000,0.0000
0.2842,0.3084,0.0000,0.0000,1.5323,3.9243,0.0000,0.0000
0.2863,0.3103,0.0000,0.0000,1.4869,3.3247,0.0000,0.0000
0.2822,0.3048,0.0000,0.0000,1.4076,2.9107,0.0000,0.0000
0.2654,0.2866,0.0000,0.0000,1.2942,3.5335,0.0000,0.0000
0.2521,0.2708,0.0000,0.0000,3.0113,13.1346,0.0000,0.0000
0.2752,0.2987,0.0000,0.0000,2.4058,10.2315,0.0000,0.0000
0.3082,0.3338,0.0000,0.0000,1.6229,6.3393,0.0000,0.0000
